frame,timestamp_ms,tablet_corner_1_x,tablet_corner_1_y,tablet_corner_2_x,tablet_corner_2_y,tablet_corner_3_x,tablet_corner_3_y,tablet_corner_4_x,tablet_corner_4_y,red1_corner_1_x,red1_corner_1_y,red1_corner_2_x,red1_corner_2_y,red1_corner_3_x,red1_corner_3_y,red1_corner_4_x,red1_corner_4_y,red2_corner_1_x,red2_corner_1_y,red2_corner_2_x,red2_corner_2_y,red2_corner_3_x,red2_corner_3_y,red2_corner_4_x,red2_corner_4_y,yellow1_corner_1_x,yellow1_corner_1_y,yellow1_corner_2_x,yellow1_corner_2_y,yellow1_corner_3_x,yellow1_corner_3_y,yellow1_corner_4_x,yellow1_corner_4_y,yellow2_corner_1_x,yellow2_corner_1_y,yellow2_corner_2_x,yellow2_corner_2_y,yellow2_corner_3_x,yellow2_corner_3_y,yellow2_corner_4_x,yellow2_corner_4_y,blue1_corner_1_x,blue1_corner_1_y,blue1_corner_2_x,blue1_corner_2_y,blue1_corner_3_x,blue1_corner_3_y,blue1_corner_4_x,blue1_corner_4_y,green1_corner_1_x,green1_corner_1_y,green1_corner_2_x,green1_corner_2_y,green1_corner_3_x,green1_corner_3_y,green1_corner_4_x,green1_corner_4_y,green2_corner_1_x,green2_corner_1_y,green2_corner_2_x,green2_corner_2_y,green2_corner_3_x,green2_corner_3_y,green2_corner_4_x,green2_corner_4_y,blue2_corner_1_x,blue2_corner_1_y,blue2_corner_2_x,blue2_corner_2_y,blue2_corner_3_x,blue2_corner_3_y,blue2_corner_4_x,blue2_corner_4_y
243,9720.0,1353.0,364.0,847.0,267.0,907.0,-46.0,1413.0,49.0,1585.0,1090.0,1329.0,1090.0,1329.0,840.0,1585.0,840.0,803.0,648.0,616.0,606.0,656.0,431.0,843.0,474.0,822.0,660.0,714.0,629.0,744.0,526.0,852.0,557.0,,,,,,,,,887.0,855.0,809.0,841.0,830.0,721.0,908.0,735.0,1139.0,758.0,1029.0,699.0,1135.0,502.0,1245.0,561.0,925.0,735.0,824.0,735.0,824.0,653.0,925.0,653.0,1823.0,306.0,1817.0,197.0,1881.0,193.0,1888.0,303.0
244,9760.0,1351.0,366.0,847.0,270.0,906.0,-44.0,1411.0,50.0,1583.0,1090.0,1327.0,1090.0,1327.0,841.0,1583.0,841.0,801.0,649.0,615.0,606.0,655.0,433.0,841.0,476.0,819.0,663.0,712.0,628.0,745.0,526.0,852.0,561.0,,,,,,,,,878.0,852.0,802.0,839.0,821.0,724.0,897.0,736.0,1126.0,754.0,1016.0,697.0,1120.0,497.0,1230.0,554.0,914.0,714.0,826.0,714.0,826.0,653.0,914.0,653.0,1848.0,303.0,1792.0,224.0,1843.0,188.0,1899.0,267.0
245,9800.0,1352.0,364.0,852.0,287.0,901.0,-34.0,1402.0,41.0,1583.0,1090.0,1325.0,1090.0,1325.0,841.0,1583.0,841.0,803.0,648.0,615.0,607.0,653.0,434.0,840.0,474.0,821.0,662.0,712.0,630.0,741.0,528.0,850.0,559.0,,,,,,,,,869.0,847.0,796.0,835.0,815.0,722.0,887.0,734.0,1116.0,747.0,1005.0,691.0,1106.0,492.0,1216.0,548.0,904.0,717.0,824.0,715.0,826.0,649.0,906.0,652.0,1854.0,303.0,1769.0,204.0,1819.0,160.0,1905.0,260.0
246,9840.0,1351.0,364.0,851.0,286.0,901.0,-35.0,1401.0,42.0,1581.0,1090.0,1323.0,1090.0,1323.0,841.0,1581.0,841.0,800.0,650.0,614.0,608.0,653.0,433.0,839.0,475.0,820.0,661.0,711.0,632.0,739.0,528.0,848.0,558.0,,,,,,,,,866.0,840.0,789.0,836.0,794.0,721.0,871.0,725.0,1090.0,734.0,992.0,685.0,1093.0,486.0,1191.0,535.0,871.0,721.0,808.0,694.0,837.0,629.0,899.0,657.0,1882.0,292.0,1816.0,288.0,1820.0,200.0,1886.0,204.0
247,9880.0,1348.0,366.0,848.0,287.0,900.0,-36.0,1399.0,42.0,1574.0,1090.0,1316.0,1090.0,1316.0,842.0,1574.0,842.0,797.0,650.0,611.0,609.0,649.0,435.0,835.0,476.0,817.0,663.0,707.0,632.0,735.0,529.0,845.0,559.0,,,,,,,,,835.0,838.0,760.0,827.0,778.0,711.0,852.0,722.0,997.0,703.0,927.0,638.0,1087.0,466.0,1157.0,531.0,838.0,712.0,795.0,674.0,836.0,627.0,879.0,665.0,1844.0,303.0,1789.0,226.0,1842.0,189.0,1896.0,265.0
248,9920.0,1346.0,368.0,846.0,290.0,897.0,-33.0,1396.0,44.0,1569.0,1090.0,1312.0,1090.0,1312.0,844.0,1569.0,844.0,794.0,651.0,608.0,610.0,646.0,435.0,833.0,477.0,813.0,662.0,704.0,633.0,731.0,530.0,841.0,560.0,,,,,,,,,826.0,836.0,751.0,828.0,763.0,712.0,838.0,719.0,986.0,700.0,918.0,640.0,1072.0,465.0,1141.0,525.0,844.0,691.0,792.0,691.0,792.0,651.0,844.0,651.0,1844.0,302.0,1793.0,230.0,1844.0,194.0,1895.0,266.0
249,9960.0,1342.0,368.0,842.0,287.0,894.0,-33.0,1394.0,47.0,1564.0,1090.0,1307.0,1090.0,1307.0,846.0,1564.0,846.0,789.0,652.0,603.0,609.0,643.0,435.0,829.0,478.0,808.0,664.0,699.0,633.0,728.0,530.0,838.0,562.0,,,,,,,,,816.0,835.0,743.0,828.0,754.0,712.0,827.0,719.0,980.0,703.0,912.0,648.0,1061.0,465.0,1129.0,520.0,822.0,705.0,779.0,689.0,801.0,630.0,844.0,646.0,1852.0,304.0,1792.0,244.0,1838.0,199.0,1897.0,258.0
250,10000.0,1337.0,373.0,834.0,275.0,895.0,-40.0,1399.0,56.0,1559.0,1089.0,1301.0,1089.0,1301.0,849.0,1559.0,849.0,786.0,653.0,600.0,611.0,639.0,437.0,825.0,479.0,802.0,666.0,695.0,633.0,726.0,531.0,834.0,564.0,,,,,,,,,808.0,835.0,732.0,829.0,741.0,712.0,817.0,718.0,966.0,701.0,899.0,636.0,1063.0,465.0,1130.0,529.0,814.0,704.0,758.0,683.0,781.0,621.0,837.0,642.0,1844.0,309.0,1792.0,238.0,1842.0,201.0,1894.0,273.0
251,10040.000000000002,1336.0,375.0,836.0,291.0,890.0,-29.0,1390.0,54.0,1297.0,1093.0,1294.0,854.0,1548.0,850.0,1551.0,1089.0,780.0,657.0,595.0,614.0,636.0,439.0,821.0,483.0,799.0,668.0,691.0,635.0,722.0,534.0,830.0,567.0,,,,,,,,,802.0,838.0,726.0,830.0,738.0,714.0,814.0,722.0,962.0,704.0,896.0,636.0,1064.0,470.0,1131.0,538.0,815.0,697.0,780.0,697.0,780.0,655.0,815.0,655.0,1850.0,312.0,1790.0,252.0,1837.0,206.0,1896.0,265.0
252,10080.0,1330.0,385.0,832.0,302.0,886.0,-22.0,1384.0,60.0,1285.0,1091.0,1284.0,858.0,1532.0,856.0,1534.0,1089.0,771.0,660.0,587.0,616.0,629.0,443.0,813.0,487.0,798.0,668.0,685.0,645.0,705.0,542.0,818.0,565.0,1033.0,561.0,965.0,561.0,965.0,520.0,1033.0,520.0,787.0,849.0,712.0,829.0,742.0,715.0,817.0,735.0,981.0,711.0,926.0,672.0,987.0,584.0,1043.0,624.0,818.0,710.0,756.0,710.0,756.0,649.0,818.0,649.0,1279.0,688.0,1224.0,637.0,1317.0,536.0,1372.0,587.0
253,10120.000000000002,1330.0,385.0,832.0,302.0,886.0,-22.0,1384.0,60.0,1285.0,1091.0,1284.0,858.0,1532.0,856.0,1534.0,1089.0,771.0,660.0,587.0,616.0,629.0,443.0,813.0,487.0,798.0,668.0,685.0,645.0,705.0,542.0,818.0,565.0,1034.0,561.0,965.0,561.0,965.0,520.0,1034.0,520.0,787.0,849.0,712.0,829.0,742.0,715.0,817.0,735.0,981.0,711.0,926.0,672.0,987.0,584.0,1043.0,624.0,818.0,710.0,756.0,710.0,756.0,649.0,818.0,649.0,1307.0,658.0,1251.0,606.0,1315.0,537.0,1371.0,589.0
254,10160.0,1323.0,395.0,825.0,307.0,882.0,-17.0,1380.0,69.0,1521.0,1089.0,1275.0,1089.0,1275.0,862.0,1521.0,862.0,761.0,666.0,577.0,619.0,621.0,448.0,805.0,494.0,790.0,672.0,676.0,651.0,694.0,548.0,809.0,569.0,1038.0,571.0,966.0,561.0,973.0,515.0,1044.0,525.0,1250.0,710.0,1181.0,641.0,1298.0,524.0,1367.0,593.0,974.0,716.0,930.0,663.0,999.0,605.0,1043.0,657.0,773.0,734.0,735.0,694.0,792.0,640.0,830.0,681.0,791.0,854.0,703.0,835.0,729.0,722.0,816.0,741.0
255,10200.000000000002,1319.0,398.0,817.0,298.0,881.0,-21.0,1383.0,78.0,1519.0,1089.0,1272.0,1089.0,1272.0,860.0,1519.0,860.0,758.0,667.0,574.0,621.0,617.0,450.0,801.0,496.0,786.0,674.0,672.0,654.0,690.0,550.0,805.0,571.0,1042.0,570.0,969.0,562.0,974.0,517.0,1047.0,525.0,1244.0,709.0,1181.0,637.0,1305.0,528.0,1368.0,600.0,971.0,715.0,936.0,654.0,1002.0,615.0,1038.0,676.0,771.0,737.0,732.0,698.0,787.0,643.0,826.0,682.0,794.0,854.0,699.0,837.0,720.0,722.0,815.0,739.0
256,10240.0,1319.0,398.0,817.0,298.0,881.0,-21.0,1383.0,78.0,1519.0,1089.0,1272.0,1089.0,1272.0,861.0,1519.0,861.0,758.0,667.0,574.0,621.0,617.0,450.0,801.0,496.0,786.0,674.0,672.0,654.0,690.0,550.0,805.0,571.0,1043.0,570.0,969.0,563.0,974.0,514.0,1048.0,522.0,1244.0,709.0,1181.0,637.0,1305.0,528.0,1368.0,600.0,971.0,715.0,936.0,654.0,1002.0,615.0,1038.0,676.0,771.0,737.0,732.0,698.0,787.0,643.0,826.0,682.0,794.0,854.0,699.0,837.0,720.0,722.0,815.0,739.0
257,10280.0,1313.0,394.0,813.0,293.0,877.0,-24.0,1377.0,76.0,1529.0,1090.0,1258.0,1090.0,1258.0,841.0,1529.0,841.0,752.0,662.0,569.0,616.0,612.0,445.0,795.0,491.0,769.0,675.0,661.0,639.0,695.0,536.0,803.0,571.0,1059.0,550.0,985.0,550.0,985.0,497.0,1059.0,497.0,1235.0,695.0,1176.0,621.0,1302.0,520.0,1361.0,594.0,985.0,707.0,936.0,634.0,1127.0,505.0,1176.0,578.0,811.0,727.0,722.0,687.0,748.0,629.0,838.0,669.0,783.0,847.0,694.0,831.0,716.0,715.0,805.0,731.0
258,10320.0,1313.0,394.0,813.0,293.0,877.0,-24.0,1377.0,76.0,1529.0,1090.0,1258.0,1090.0,1258.0,841.0,1529.0,841.0,752.0,662.0,570.0,616.0,613.0,445.0,795.0,491.0,769.0,675.0,661.0,639.0,695.0,536.0,803.0,571.0,1059.0,550.0,985.0,550.0,985.0,497.0,1059.0,497.0,1235.0,695.0,1176.0,621.0,1302.0,520.0,1361.0,594.0,985.0,707.0,936.0,634.0,1127.0,505.0,1176.0,578.0,811.0,727.0,722.0,687.0,748.0,629.0,838.0,669.0,783.0,847.0,694.0,831.0,716.0,715.0,805.0,731.0
259,10360.0,1310.0,376.0,809.0,279.0,870.0,-36.0,1371.0,60.0,744.0,646.0,561.0,601.0,603.0,431.0,785.0,475.0,,,,,,,,,766.0,654.0,654.0,629.0,677.0,527.0,789.0,552.0,1059.0,525.0,984.0,516.0,991.0,463.0,1066.0,473.0,1221.0,673.0,1165.0,598.0,1294.0,504.0,1349.0,579.0,989.0,676.0,943.0,605.0,1133.0,481.0,1179.0,553.0,735.0,722.0,703.0,651.0,802.0,607.0,833.0,679.0,767.0,835.0,679.0,812.0,708.0,697.0,797.0,720.0
260,10400.0,1310.0,376.0,809.0,279.0,870.0,-36.0,1371.0,60.0,744.0,646.0,561.0,601.0,603.0,431.0,785.0,475.0,,,,,,,,,766.0,654.0,654.0,629.0,677.0,527.0,789.0,552.0,1059.0,525.0,984.0,516.0,991.0,463.0,1066.0,473.0,1221.0,673.0,1165.0,598.0,1294.0,504.0,1349.0,579.0,990.0,677.0,943.0,607.0,1132.0,481.0,1179.0,552.0,735.0,722.0,703.0,651.0,802.0,607.0,833.0,679.0,767.0,835.0,679.0,812.0,708.0,697.0,797.0,720.0
261,10440.0,1306.0,364.0,803.0,266.0,865.0,-48.0,1367.0,49.0,736.0,635.0,554.0,590.0,596.0,419.0,779.0,465.0,415.0,1080.0,371.0,1080.0,371.0,1055.0,415.0,1055.0,753.0,647.0,645.0,613.0,677.0,510.0,786.0,544.0,1056.0,503.0,983.0,496.0,988.0,445.0,1061.0,451.0,1223.0,660.0,1157.0,592.0,1267.0,486.0,1333.0,554.0,985.0,655.0,940.0,584.0,1130.0,462.0,1175.0,534.0,718.0,706.0,713.0,624.0,814.0,618.0,819.0,700.0,764.0,822.0,673.0,803.0,697.0,686.0,788.0,705.0
262,10480.0,1300.0,339.0,798.0,244.0,857.0,-67.0,1358.0,26.0,726.0,613.0,542.0,568.0,584.0,396.0,767.0,441.0,,,,,,,,,740.0,625.0,631.0,591.0,664.0,487.0,772.0,520.0,1054.0,469.0,984.0,458.0,991.0,408.0,1062.0,419.0,1205.0,632.0,1140.0,563.0,1243.0,464.0,1309.0,532.0,984.0,618.0,939.0,546.0,1130.0,430.0,1174.0,502.0,794.0,692.0,690.0,674.0,705.0,594.0,808.0,613.0,749.0,803.0,658.0,782.0,684.0,663.0,776.0,684.0
263,10520.0,1298.0,330.0,795.0,232.0,856.0,-80.0,1359.0,17.0,720.0,602.0,535.0,556.0,579.0,383.0,764.0,429.0,,,,,,,,,735.0,612.0,627.0,579.0,658.0,475.0,767.0,509.0,1058.0,450.0,986.0,443.0,991.0,392.0,1063.0,400.0,1198.0,622.0,1131.0,556.0,1234.0,453.0,1301.0,519.0,985.0,601.0,941.0,529.0,1132.0,413.0,1176.0,485.0,797.0,672.0,691.0,669.0,693.0,590.0,799.0,593.0,747.0,791.0,654.0,773.0,677.0,654.0,770.0,672.0
264,10560.0,1300.0,315.0,793.0,214.0,855.0,-95.0,1362.0,5.0,715.0,581.0,529.0,534.0,573.0,360.0,758.0,407.0,,,,,,,,,728.0,593.0,619.0,557.0,653.0,453.0,763.0,489.0,1062.0,422.0,991.0,416.0,996.0,366.0,1066.0,372.0,1186.0,610.0,1120.0,543.0,1227.0,436.0,1293.0,503.0,988.0,574.0,945.0,501.0,1137.0,388.0,1180.0,461.0,789.0,654.0,680.0,647.0,684.0,568.0,793.0,575.0,727.0,777.0,635.0,749.0,672.0,629.0,765.0,657.0
265,10600.0,1300.0,315.0,793.0,214.0,855.0,-95.0,1362.0,5.0,715.0,581.0,529.0,534.0,573.0,360.0,758.0,407.0,,,,,,,,,728.0,593.0,619.0,557.0,653.0,453.0,763.0,489.0,1062.0,422.0,991.0,416.0,996.0,366.0,1066.0,372.0,1186.0,610.0,1120.0,543.0,1227.0,436.0,1293.0,503.0,988.0,574.0,945.0,501.0,1137.0,388.0,1180.0,461.0,789.0,654.0,680.0,647.0,684.0,568.0,793.0,575.0,727.0,777.0,635.0,749.0,672.0,629.0,765.0,657.0
266,10640.0,1303.0,306.0,797.0,204.0,859.0,-98.0,1364.0,4.0,712.0,568.0,526.0,521.0,571.0,346.0,757.0,394.0,1499.0,1079.0,1435.0,1079.0,1435.0,1062.0,1499.0,1062.0,725.0,581.0,616.0,544.0,652.0,439.0,762.0,476.0,1064.0,410.0,994.0,400.0,1001.0,350.0,1071.0,361.0,1187.0,603.0,1116.0,539.0,1219.0,425.0,1290.0,489.0,990.0,561.0,947.0,488.0,1141.0,374.0,1184.0,447.0,686.0,642.0,678.0,558.0,786.0,548.0,793.0,632.0,736.0,761.0,642.0,743.0,664.0,623.0,759.0,641.0
267,10680.0,1365.0,285.0,812.0,285.0,812.0,0.0,1365.0,0.0,706.0,547.0,520.0,496.0,568.0,320.0,754.0,371.0,1498.0,1079.0,1429.0,1079.0,1429.0,1060.0,1498.0,1060.0,730.0,555.0,611.0,527.0,636.0,421.0,755.0,449.0,1066.0,388.0,997.0,373.0,1007.0,324.0,1077.0,339.0,1185.0,591.0,1112.0,530.0,1213.0,409.0,1287.0,470.0,989.0,538.0,948.0,463.0,1144.0,354.0,1186.0,430.0,761.0,641.0,657.0,604.0,689.0,511.0,794.0,548.0,729.0,743.0,629.0,724.0,650.0,604.0,751.0,623.0
268,10720.0,1369.0,279.0,810.0,279.0,810.0,0.0,1369.0,0.0,703.0,539.0,516.0,486.0,566.0,309.0,753.0,362.0,1491.0,1079.0,1438.0,1079.0,1438.0,1062.0,1491.0,1062.0,719.0,550.0,606.0,513.0,641.0,407.0,755.0,445.0,1065.0,383.0,996.0,364.0,1010.0,316.0,1079.0,335.0,1187.0,586.0,1111.0,526.0,1209.0,403.0,1285.0,463.0,985.0,529.0,946.0,451.0,1147.0,350.0,1186.0,428.0,756.0,637.0,651.0,597.0,687.0,503.0,791.0,542.0,726.0,735.0,624.0,718.0,644.0,598.0,746.0,615.0
269,10760.0,1373.0,271.0,810.0,271.0,810.0,0.0,1373.0,0.0,696.0,533.0,511.0,478.0,563.0,300.0,749.0,356.0,,,,,,,,,718.0,544.0,602.0,508.0,635.0,403.0,751.0,439.0,1068.0,380.0,999.0,363.0,1011.0,313.0,1080.0,331.0,1184.0,585.0,1109.0,525.0,1209.0,400.0,1284.0,460.0,985.0,530.0,946.0,451.0,1149.0,350.0,1188.0,428.0,745.0,634.0,646.0,590.0,688.0,495.0,788.0,540.0,719.0,732.0,617.0,712.0,640.0,591.0,742.0,611.0
270,10800.0,1375.0,271.0,808.0,271.0,808.0,0.0,1375.0,0.0,689.0,528.0,506.0,473.0,560.0,294.0,742.0,349.0,,,,,,,,,712.0,541.0,597.0,502.0,632.0,396.0,748.0,435.0,1063.0,388.0,998.0,356.0,1022.0,308.0,1086.0,340.0,1187.0,583.0,1107.0,527.0,1199.0,398.0,1279.0,454.0,984.0,530.0,946.0,451.0,1151.0,353.0,1189.0,432.0,746.0,628.0,641.0,589.0,676.0,493.0,782.0,532.0,720.0,704.0,616.0,688.0,631.0,590.0,735.0,606.0
271,10840.0,1379.0,268.0,806.0,268.0,806.0,0.0,1379.0,0.0,688.0,525.0,500.0,468.0,555.0,288.0,743.0,346.0,,,,,,,,,701.0,539.0,590.0,495.0,632.0,389.0,743.0,434.0,1071.0,385.0,1003.0,358.0,1023.0,307.0,1091.0,335.0,1187.0,577.0,1106.0,521.0,1193.0,394.0,1274.0,450.0,980.0,527.0,946.0,445.0,1158.0,358.0,1192.0,440.0,736.0,627.0,635.0,582.0,676.0,487.0,778.0,532.0,708.0,718.0,605.0,699.0,627.0,584.0,730.0,603.0
272,10880.0,1081.0,355.0,986.0,150.0,1364.0,-23.0,1458.0,182.0,673.0,520.0,486.0,458.0,547.0,277.0,733.0,339.0,,,,,,,,,695.0,531.0,580.0,491.0,618.0,385.0,732.0,425.0,1072.0,387.0,1006.0,357.0,1030.0,306.0,1095.0,336.0,1188.0,562.0,1106.0,508.0,1186.0,389.0,1267.0,444.0,976.0,526.0,948.0,442.0,1169.0,370.0,1196.0,454.0,736.0,615.0,625.0,578.0,656.0,484.0,767.0,522.0,698.0,696.0,593.0,677.0,612.0,576.0,717.0,596.0
273,10920.0,1375.0,261.0,796.0,261.0,796.0,0.0,1375.0,0.0,673.0,518.0,485.0,459.0,542.0,277.0,730.0,335.0,,,,,,,,,678.0,535.0,575.0,484.0,628.0,378.0,731.0,429.0,1052.0,399.0,1003.0,350.0,1050.0,304.0,1099.0,353.0,1169.0,566.0,1103.0,501.0,1209.0,394.0,1274.0,458.0,973.0,527.0,947.0,443.0,1170.0,375.0,1195.0,460.0,735.0,614.0,626.0,579.0,656.0,486.0,765.0,521.0,676.0,722.0,579.0,687.0,622.0,565.0,719.0,600.0
274,10960.0,1375.0,263.0,794.0,263.0,794.0,0.0,1375.0,0.0,671.0,518.0,482.0,459.0,540.0,275.0,729.0,335.0,,,,,,,,,686.0,531.0,574.0,488.0,615.0,382.0,727.0,425.0,1054.0,401.0,1004.0,351.0,1052.0,304.0,1102.0,354.0,1172.0,561.0,1108.0,497.0,1210.0,395.0,1274.0,459.0,977.0,535.0,948.0,451.0,1167.0,376.0,1196.0,460.0,728.0,617.0,623.0,577.0,658.0,483.0,763.0,523.0,673.0,719.0,576.0,683.0,620.0,565.0,718.0,601.0
275,11000.0,1375.0,259.0,794.0,259.0,794.0,0.0,1375.0,0.0,670.0,517.0,481.0,458.0,538.0,274.0,727.0,333.0,,,,,,,,,684.0,531.0,572.0,486.0,615.0,378.0,727.0,423.0,1056.0,404.0,1005.0,353.0,1056.0,301.0,1107.0,353.0,666.0,721.0,570.0,683.0,618.0,561.0,714.0,600.0,976.0,534.0,951.0,449.0,1174.0,383.0,1199.0,467.0,728.0,614.0,622.0,574.0,657.0,483.0,762.0,522.0,1837.0,314.0,1765.0,186.0,1827.0,151.0,1899.0,279.0
276,11040.000000000002,1373.0,250.0,792.0,250.0,792.0,0.0,1373.0,0.0,668.0,516.0,477.0,456.0,535.0,272.0,725.0,331.0,,,,,,,,,684.0,528.0,570.0,485.0,610.0,378.0,724.0,420.0,1039.0,405.0,1005.0,346.0,1078.0,304.0,1112.0,363.0,661.0,720.0,566.0,680.0,617.0,559.0,712.0,599.0,974.0,529.0,955.0,441.0,1182.0,390.0,1201.0,478.0,672.0,605.0,623.0,509.0,712.0,464.0,761.0,560.0,1838.0,305.0,1765.0,181.0,1825.0,146.0,1898.0,270.0
277,11080.0,1066.0,336.0,981.0,138.0,1356.0,-20.0,1440.0,178.0,664.0,514.0,472.0,457.0,528.0,271.0,720.0,328.0,,,,,,,,,677.0,528.0,564.0,483.0,607.0,374.0,721.0,419.0,1005.0,391.0,1003.0,332.0,1107.0,328.0,1110.0,387.0,651.0,720.0,558.0,677.0,613.0,556.0,706.0,598.0,982.0,531.0,966.0,438.0,1181.0,402.0,1196.0,495.0,722.0,610.0,616.0,570.0,649.0,480.0,756.0,520.0,1836.0,296.0,1766.0,170.0,1827.0,136.0,1896.0,262.0
278,11120.000000000002,1060.0,332.0,979.0,131.0,1353.0,-19.0,1434.0,181.0,662.0,513.0,471.0,457.0,526.0,270.0,717.0,326.0,,,,,,,,,678.0,526.0,563.0,483.0,602.0,374.0,718.0,417.0,1010.0,403.0,997.0,340.0,1102.0,318.0,1115.0,381.0,643.0,717.0,552.0,673.0,611.0,552.0,702.0,596.0,962.0,533.0,951.0,436.0,1183.0,408.0,1195.0,504.0,728.0,584.0,623.0,544.0,648.0,480.0,752.0,519.0,1838.0,288.0,1765.0,165.0,1824.0,131.0,1897.0,254.0
279,11160.0,1298.0,247.0,996.0,171.0,1058.0,-75.0,1360.0,0.0,663.0,508.0,470.0,453.0,523.0,266.0,716.0,321.0,,,,,,,,,676.0,521.0,561.0,479.0,601.0,369.0,716.0,411.0,1019.0,409.0,993.0,340.0,1089.0,303.0,1115.0,372.0,644.0,696.0,552.0,650.0,605.0,545.0,696.0,591.0,957.0,527.0,948.0,432.0,1179.0,410.0,1188.0,505.0,730.0,578.0,623.0,542.0,645.0,475.0,752.0,511.0,1843.0,279.0,1765.0,159.0,1819.0,124.0,1897.0,243.0
280,11200.000000000002,1301.0,241.0,995.0,172.0,1050.0,-67.0,1355.0,0.0,663.0,501.0,469.0,447.0,521.0,261.0,715.0,315.0,,,,,,,,,671.0,517.0,559.0,470.0,604.0,361.0,716.0,408.0,1016.0,396.0,990.0,331.0,1087.0,292.0,1113.0,357.0,571.0,662.0,536.0,578.0,651.0,530.0,687.0,613.0,957.0,519.0,949.0,426.0,1183.0,407.0,1190.0,500.0,719.0,570.0,620.0,533.0,645.0,466.0,745.0,503.0,1843.0,272.0,1763.0,152.0,1819.0,114.0,1899.0,234.0
281,11240.0,1347.0,215.0,1016.0,215.0,1016.0,0.0,1347.0,0.0,662.0,496.0,469.0,443.0,520.0,255.0,713.0,308.0,,,,,,,,,671.0,510.0,557.0,464.0,601.0,356.0,715.0,401.0,1092.0,364.0,981.0,342.0,995.0,273.0,1105.0,295.0,621.0,669.0,539.0,619.0,597.0,524.0,679.0,575.0,1192.0,504.0,959.0,504.0,959.0,406.0,1192.0,406.0,712.0,562.0,615.0,519.0,644.0,455.0,741.0,498.0,1844.0,265.0,1761.0,147.0,1816.0,108.0,1899.0,226.0
282,11280.0,1299.0,215.0,1013.0,152.0,1060.0,-62.0,1347.0,0.0,664.0,489.0,472.0,438.0,522.0,251.0,714.0,302.0,,,,,,,,,675.0,502.0,558.0,458.0,599.0,349.0,717.0,393.0,1076.0,339.0,965.0,326.0,972.0,261.0,1084.0,273.0,1847.0,260.0,1747.0,155.0,1808.0,97.0,1908.0,202.0,1231.0,484.0,986.0,470.0,992.0,374.0,1236.0,388.0,666.0,576.0,597.0,508.0,668.0,437.0,736.0,506.0,654.0,626.0,549.0,626.0,549.0,534.0,654.0,534.0
283,11320.0,1299.0,212.0,1013.0,150.0,1058.0,-60.0,1345.0,0.0,666.0,487.0,473.0,436.0,523.0,249.0,715.0,299.0,,,,,,,,,687.0,495.0,561.0,462.0,591.0,351.0,716.0,385.0,1065.0,332.0,949.0,323.0,955.0,258.0,1071.0,268.0,1841.0,252.0,1763.0,131.0,1822.0,93.0,1900.0,214.0,1255.0,490.0,1009.0,446.0,1026.0,351.0,1272.0,395.0,714.0,544.0,620.0,544.0,620.0,445.0,714.0,445.0,648.0,621.0,545.0,621.0,545.0,530.0,648.0,530.0
284,11360.0,1339.0,197.0,777.0,197.0,777.0,0.0,1339.0,0.0,668.0,484.0,475.0,434.0,524.0,247.0,716.0,297.0,1347.0,487.0,1314.0,487.0,1314.0,455.0,1347.0,455.0,687.0,494.0,563.0,459.0,593.0,349.0,718.0,383.0,1057.0,326.0,941.0,326.0,941.0,263.0,1057.0,263.0,1841.0,249.0,1765.0,126.0,1823.0,90.0,1899.0,213.0,1279.0,492.0,1041.0,423.0,1067.0,331.0,1306.0,400.0,705.0,544.0,615.0,541.0,618.0,440.0,708.0,443.0,640.0,619.0,537.0,614.0,541.0,527.0,643.0,531.0
285,11400.0,1339.0,195.0,1016.0,195.0,1016.0,0.0,1339.0,0.0,670.0,481.0,477.0,435.0,522.0,248.0,715.0,294.0,,,,,,,,,684.0,493.0,561.0,457.0,594.0,348.0,716.0,384.0,1040.0,333.0,928.0,325.0,932.0,259.0,1044.0,267.0,1838.0,239.0,1765.0,121.0,1823.0,86.0,1896.0,203.0,1202.0,446.0,1078.0,404.0,1107.0,318.0,1231.0,359.0,681.0,556.0,613.0,528.0,654.0,431.0,721.0,459.0,1171.0,527.0,1087.0,475.0,1131.0,404.0,1215.0,456.0
286,11440.0,1333.0,189.0,772.0,189.0,772.0,0.0,1333.0,0.0,667.0,481.0,474.0,435.0,518.0,248.0,712.0,294.0,,,,,,,,,682.0,491.0,558.0,458.0,587.0,347.0,712.0,380.0,1025.0,333.0,917.0,333.0,917.0,265.0,1025.0,265.0,1165.0,527.0,1081.0,472.0,1140.0,383.0,1223.0,438.0,1322.0,473.0,1095.0,382.0,1127.0,302.0,1354.0,392.0,680.0,561.0,606.0,543.0,634.0,432.0,708.0,450.0,1843.0,237.0,1763.0,116.0,1819.0,80.0,1899.0,200.0
287,11480.0,1282.0,190.0,1002.0,135.0,1039.0,-54.0,1319.0,0.0,655.0,479.0,462.0,435.0,506.0,246.0,699.0,290.0,,,,,,,,,668.0,483.0,545.0,449.0,575.0,341.0,698.0,375.0,900.0,384.0,867.0,323.0,981.0,261.0,1014.0,322.0,1154.0,522.0,1068.0,463.0,1145.0,351.0,1231.0,411.0,1320.0,472.0,1120.0,345.0,1164.0,276.0,1364.0,403.0,624.0,558.0,569.0,498.0,647.0,426.0,702.0,486.0,1831.0,229.0,1753.0,104.0,1813.0,66.0,1892.0,191.0
